-2.96417	-5.64523	51.007	0.842621	-0.0354133	-0.0323363	
-3.01722	-5.68526	50.8543	0.834821	-0.0320677	-0.0308924	
-3.00658	-5.73763	51.1916	0.831841	-0.0369701	-0.0365212	
-3.03341	-5.94923	51.1412	0.830703	-0.0388427	-0.0448516	
-3.09311	-6.28344	50.8932	0.86117	-0.0395579	-0.0356728	
-3.10355	-6.68922	50.9778	0.891349	-0.0398312	-0.0321668	
-3.15698	-7.20885	51.4303	0.915237	-0.0522962	-0.037008	
-3.19593	-7.5433	51.5228	0.930541	-0.0508771	-0.0326768	
-3.23553	-7.67723	51.6756	0.942567	-0.050335	-0.0310225	
-3.26919	-7.71602	52.4941	0.947161	-0.068669	-0.0303905	
-3.31913	-7.84209	52.9118	0.955096	-0.0818523	-0.0239688	
-3.38765	-7.92114	53.2692	0.951946	-0.0868878	-0.0153356	
-3.43237	-7.9946	53.7579	0.956924	-0.0949916	-0.0182184	
-3.52979	-7.98558	54.5008	0.946464	-0.110448	-0.0131391	
-3.5979	-8.00685	54.6487	0.948649	-0.128712	-0.011199	
-3.74135	-7.95317	55.1192	0.961845	-0.148049	-0.010458	
-3.80232	-8.02538	55.2371	0.966885	-0.161615	-0.0039946	
-3.96775	-8.25691	55.1029	0.993532	-0.179158	-0.0015258	
-3.99386	-8.48749	55.2	0.991349	-0.179678	-0.000582804	
-3.89259	-8.50758	55.8057	0.990515	-0.186058	-0.000222611	
-3.81065	-8.34221	55.8022	0.990197	-0.182314	-8.503e-005	
-3.6681	-8.07509	55.8008	0.971534	-0.174703	-3.24786e-005	
-3.49004	-7.78765	56.1959	0.952045	-0.171797	-1.24057e-005	
-3.32933	-7.64077	56.254	0.944601	-0.164506	0.0061756	
-3.11343	-7.62175	55.8684	0.929397	-0.155541	0.00853921	
-3.07423	-7.63921	55.8138	0.93595	-0.164477	0.00944203	
-2.98509	-7.6088	55.7187	0.938453	-0.16171	0.00978687	
-2.79653	-7.50447	55.2993	0.927048	-0.160653	0.0160989	
-2.68743	-7.2545	55.1514	0.916512	-0.16025	0.0185099	
-2.46653	-7.04777	55.2371	0.887766	-0.153915	0.0132505	
-2.06695	-6.91318	54.8186	0.864425	-0.151495	0.0174219	
-1.96377	-6.84941	54.5228	0.867871	-0.150571	0.0190153	
-1.67096	-6.99192	54.5396	0.863006	-0.150218	0.0258042	
-1.4726	-7.00928	54.1938	0.854968	-0.156264	0.0345777	
-1.32266	-6.87376	53.7835	0.845717	-0.158573	0.0379289	
-1.03672	-6.73547	53.8123	0.823643	-0.153275	0.0392089	
-0.90278	-6.57758	53.8727	0.80285	-0.157431	0.0335175	
-0.647668	-6.54817	53.2406	0.801089	-0.152838	0.0437042	
-0.500781	-6.5184	52.9992	0.806596	-0.144904	0.0475952	
-0.407593	-6.51939	52.8452	0.796339	-0.141873	0.0490815	
-0.347277	-6.45796	52.4526	0.792421	-0.140715	0.0496491	
-0.287157	-6.57047	52.0122	0.809466	-0.140273	0.049866	
-0.344537	-6.89156	51.8563	0.834517	-0.146285	0.0499488	
-0.428258	-7.29232	51.5063	0.862627	-0.148581	0.0561608	
-0.454056	-7.52574	51.2552	0.879544	-0.149458	0.0647139	
-0.426828	-7.53455	51.2396	0.886006	-0.137432	0.0618005	
-0.305182	-7.37105	51.141	0.869934	-0.132839	0.0606877	
-0.240176	-7.24679	50.2998	0.876155	-0.131084	0.0540824	
-0.400756	-7.31676	50.0095	0.890892	-0.130414	0.0701003	
-0.560978	-7.64632	49.6266	0.921242	-0.142519	0.0700383	
-0.789046	-8.04414	48.6151	0.969917	-0.159503	0.076195	
-1.00595	-8.51129	48.0001	1.00705	-0.165991	0.0785466	
-1.07026	-8.73916	47.4685	1.03359	-0.168469	0.0794449	
-1.10718	-8.62225	47.111	1.01901	-0.169415	0.079788	
-1.03476	-8.20678	46.6283	1.01344	-0.163596	0.079919	
-0.988555	-7.7576	46.3389	1.01131	-0.149013	0.0676084	
-0.977087	-7.73436	46.1851	1.0105	-0.143443	0.0629061	
-1.17048	-8.0345	45.1127	1.04109	-0.147495	0.0734707	
-1.39267	-8.50761	44.6475	1.0775	-0.161404	0.077506	
-1.72476	-8.90463	44.5378	1.10377	-0.172897	0.0852277	
